Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,total_hours_per_year,avg_hours_per_day,presence_days,Overtime,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
33,0,0,1,15,4,0,0,1,2,1,62010,2.0,15,3,14.0,2,0,0,0,2020.2333333333333,8.452859135285914,239,1,4.0,3.0,3.0,2,3
32,0,0,1,7,3,0,0,3,5,1,44030,2.0,20,0,10.0,3,5,0,0,1674.75,7.377753303964758,227,0,3.0,4.0,4.0,2,4
54,0,1,0,10,3,0,0,4,1,2,37610,3.0,12,0,26.0,3,14,1,12,1697.3,6.98477366255144,243,0,2.0,4.0,3.0,2,3
29,1,0,1,5,3,0,0,2,1,1,109340,6.0,17,2,11.0,2,9,0,7,1533.75,6.526595744680851,235,0,1.0,1.0,1.0,3,3
44,0,0,0,26,1,3,1,1,7,0,107610,3.0,11,1,24.0,5,20,14,17,1896.05,7.9002083333333335,240,0,4.0,1.0,4.0,2,3
39,0,0,0,6,1,4,0,2,5,1,51750,4.0,17,1,9.0,2,2,2,2,1603.85,7.065418502202642,227,0,2.0,2.0,3.0,4,3
46,0,0,1,4,2,0,1,3,6,0,138260,8.0,11,0,23.0,1,13,5,1,1627.4666666666667,7.014942528735633,232,0,3.0,2.0,4.0,2,3
35,0,0,1,23,4,0,1,2,1,1,63340,1.0,14,0,11.0,2,11,3,3,1447.4166666666667,6.159219858156029,235,0,4.0,2.0,1.0,4,3
23,0,0,1,2,4,2,0,2,8,1,49360,0.0,19,1,5.0,2,4,1,2,1745.5166666666667,7.68950073421439,227,0,1.0,3.0,3.0,2,3
40,1,0,1,2,3,2,1,2,4,1,47750,3.0,15,1,15.0,3,5,1,0,1792.3166666666666,7.594562146892655,236,0,4.0,1.0,1.0,4,3
34,0,0,2,2,3,5,1,2,6,0,28180,1.0,13,1,10.0,2,10,8,6,2531.516666666667,10.290718157181573,246,1,4.0,3.0,3.0,3,3
31,1,1,1,29,3,0,0,2,0,1,25150,1.0,14,0,7.0,3,7,7,7,1519.8333333333333,6.385854341736694,238,0,4.0,3.0,1.0,2,3
50,0,1,1,6,3,2,1,1,8,1,23420,1.0,12,1,32.0,2,32,13,9,2474.6833333333334,9.97856182795699,248,1,3.0,4.0,3.0,2,3
34,0,0,0,25,5,3,0,1,1,0,41940,0.0,17,2,12.0,3,11,5,7,2572.616666666667,10.50047619047619,245,1,2.0,3.0,3.0,3,3
42,0,0,1,1,3,0,0,1,6,0,106850,4.0,11,3,4.0,2,1,0,0,1587.35,6.5865145228215765,241,0,3.0,2.0,3.0,3,3
37,0,0,1,2,2,2,1,1,1,0,20220,1.0,12,0,10.0,1,10,3,7,1891.8,7.982278481012658,237,0,1.0,4.0,3.0,3,3
29,0,0,1,1,3,2,0,1,8,0,23140,3.0,13,0,9.0,5,7,0,7,1426.8833333333334,6.176984126984127,231,0,3.0,1.0,3.0,4,3
33,0,0,1,1,1,0,1,1,1,1,42560,1.0,13,3,5.0,1,5,0,2,1661.5666666666666,7.192929292929293,231,0,4.0,2.0,3.0,3,3
45,0,0,0,3,3,0,1,3,5,0,35800,4.0,20,1,8.0,1,5,0,3,1462.6,6.018930041152263,243,0,4.0,4.0,3.0,2,4
42,0,1,2,1,4,4,1,2,6,0,31620,2.0,17,2,24.0,1,20,13,9,1965.5666666666666,8.08875171467764,243,1,4.0,4.0,1.0,3,3
40,0,0,0,10,1,0,0,1,6,0,65240,0.0,13,1,9.0,2,8,7,1,1423.0,6.2687224669603525,227,0,1.0,1.0,4.0,4,3
33,0,0,1,9,3,2,0,2,6,0,28990,1.0,17,0,15.0,3,15,5,7,2578.5833333333335,10.611454046639233,243,1,2.0,3.0,3.0,2,3
40,0,0,0,5,5,0,1,1,6,1,52310,1.0,12,2,21.0,4,21,7,7,1980.8166666666666,8.393290960451978,236,1,3.0,,3.0,3,3
24,0,0,0,10,2,3,1,1,6,2,23560,0.0,13,0,2.0,5,1,0,0,1454.5666666666666,6.086052998605299,239,0,3.0,1.0,3.0,3,3
40,0,2,1,7,3,2,1,1,1,2,28000,3.0,12,2,8.0,0,2,2,2,1915.7666666666667,8.402485380116959,228,1,4.0,4.0,3.0,2,3
45,0,0,1,4,3,2,0,3,5,2,118360,1.0,22,0,10.0,2,10,7,7,1551.15,6.600638297872341,235,0,1.0,2.0,3.0,4,4
35,0,0,1,10,1,0,1,1,0,0,109030,0.0,11,0,6.0,3,5,4,2,1880.3666666666666,7.802351313969571,241,0,2.0,3.0,3.0,4,3
32,0,0,1,22,4,2,1,1,2,0,29730,3.0,22,0,12.0,0,7,2,5,1764.6833333333334,7.292079889807162,242,0,4.0,2.0,3.0,4,4
36,0,0,0,9,3,3,0,4,1,1,142750,3.0,18,1,7.0,5,3,1,2,2237.4666666666667,9.09539295392954,246,1,3.0,4.0,2.0,2,3
48,0,0,1,12,4,2,1,1,5,2,55620,8.0,13,1,18.0,2,8,7,7,1928.9166666666667,7.905396174863388,244,0,3.0,3.0,3.0,3,3
29,0,0,1,23,4,0,0,2,0,0,45370,6.0,18,1,5.0,5,1,0,0,1802.5666666666666,7.803318903318903,231,0,3.0,3.0,2.0,4,3
33,0,0,1,9,1,2,1,1,0,0,76420,2.0,20,1,8.0,2,2,2,2,1628.4166666666667,7.11098981077147,229,0,1.0,1.0,1.0,2,4
30,1,0,1,1,3,1,1,3,2,0,179240,1.0,13,2,10.0,2,10,6,7,1689.05,7.408114035087719,228,0,2.0,1.0,3.0,3,3
38,0,1,0,9,3,3,1,1,6,0,52040,3.0,13,1,10.0,2,6,1,2,1622.05,6.902340425531914,235,0,3.0,3.0,3.0,3,3
35,0,0,0,7,2,0,1,1,2,1,22770,1.0,12,1,3.0,2,3,1,2,1616.1666666666667,6.7906162464986,238,0,4.0,1.0,3.0,3,3
30,0,0,1,14,3,4,1,5,4,0,27950,3.0,13,0,9.0,4,4,1,3,1474.9833333333333,6.497723935389134,227,0,3.0,2.0,3.0,3,3
35,1,0,1,2,3,2,0,1,1,2,25320,1.0,13,0,1.0,2,1,0,0,2376.0833333333335,9.698299319727893,245,1,1.0,1.0,3.0,1,3
53,1,0,1,19,3,0,1,2,8,0,25590,0.0,25,0,34.0,2,33,1,9,1560.95,6.4769709543568466,241,0,3.0,4.0,3.0,3,4
38,1,0,1,2,3,2,0,3,2,0,49080,4.0,19,1,7.0,3,5,1,4,1847.2666666666667,7.5707650273224045,244,0,3.0,2.0,3.0,2,3
32,0,2,1,10,4,0,0,5,1,0,23800,4.0,13,0,9.0,5,6,1,2,1748.1166666666666,7.376019690576652,237,0,4.0,1.0,2.0,3,3
48,0,0,1,2,5,0,1,1,2,0,47650,8.0,12,1,10.0,4,8,7,6,1677.1333333333334,7.076511954992968,237,0,3.0,1.0,2.0,3,3
34,0,0,1,3,3,0,1,2,2,1,20440,1.0,11,0,1.0,2,1,0,0,1696.6666666666667,7.3768115942028984,230,0,1.0,4.0,1.0,3,3
55,0,0,1,11,1,2,0,1,5,0,26930,1.0,18,0,36.0,6,36,2,13,1554.0833333333333,6.395404663923182,243,0,3.0,4.0,3.0,2,3
34,0,0,1,2,2,0,1,2,1,0,65860,9.0,18,1,9.0,3,2,2,1,1470.0,6.0995850622406635,241,0,2.0,4.0,2.0,3,3
26,0,0,1,4,3,0,1,1,4,0,32940,1.0,11,0,1.0,6,1,0,0,1644.3166666666666,7.275737463126843,226,0,1.0,4.0,3.0,3,3
38,0,0,0,14,2,3,0,1,2,0,41710,0.0,23,0,10.0,4,9,7,7,1710.7666666666667,7.040192043895748,243,0,3.0,2.0,3.0,4,4
38,0,0,1,2,3,0,0,1,6,1,27780,2.0,13,0,8.0,5,3,1,2,1743.7666666666667,7.20564738292011,242,0,2.0,2.0,4.0,2,3
36,0,0,2,1,3,5,1,1,1,1,23770,6.0,13,2,15.0,3,1,0,0,1759.7,7.393697478991597,238,0,2.0,3.0,3.0,3,3
29,0,0,1,10,3,0,1,1,7,1,24040,1.0,17,0,10.0,3,10,1,5,1844.65,8.090570175438597,228,1,2.0,1.0,3.0,2,3
35,0,0,0,12,2,0,0,2,2,1,23180,3.0,19,0,10.0,4,5,0,4,2140.2166666666667,9.305289855072465,230,1,1.0,3.0,3.0,4,3
39,0,0,0,2,2,2,0,1,2,0,20080,2.0,12,0,11.0,3,7,7,6,1903.25,7.800204918032787,244,0,4.0,3.0,3.0,3,3
29,0,1,1,5,1,2,0,1,1,2,62440,1.0,22,0,6.0,3,6,1,3,1593.2333333333333,6.779716312056737,235,0,1.0,4.0,4.0,3,4
50,0,0,1,4,2,2,0,1,5,0,27990,4.0,12,1,27.0,0,1,0,0,2267.266666666667,9.40774550484094,241,1,3.0,3.0,3.0,1,3
23,0,0,1,7,2,0,0,3,8,0,105520,2.0,11,0,4.0,2,2,2,2,1622.8833333333334,6.6785322359396435,243,0,4.0,3.0,3.0,3,3
36,0,1,0,21,3,0,1,2,3,0,23290,3.0,15,0,9.0,2,3,0,2,2185.3,9.181932773109244,238,1,1.0,1.0,3.0,3,3
42,0,0,1,8,2,0,0,5,8,1,40140,8.0,13,1,24.0,3,1,0,1,1361.7,5.998678414096917,227,0,4.0,4.0,3.0,3,3
35,0,0,0,4,3,2,0,2,5,0,74030,1.0,12,1,10.0,4,10,6,8,1471.2333333333333,6.3966666666666665,230,0,2.0,3.0,2.0,3,3
34,0,1,1,25,1,0,0,1,8,0,22590,1.0,14,0,8.0,2,8,7,7,1455.5833333333333,5.990054869684499,243,0,4.0,3.0,2.0,3,3
40,0,0,1,1,4,0,1,2,5,0,69320,1.0,13,0,5.0,5,5,1,2,1510.4166666666667,6.45477207977208,234,0,4.0,1.0,3.0,3,3
43,0,0,1,1,1,1,1,1,8,2,46780,5.0,25,1,8.0,0,6,0,2,1602.05,6.9958515283842795,229,0,4.0,2.0,3.0,4,4
35,0,0,0,6,3,3,0,3,7,0,135820,1.0,17,1,1.0,3,1,0,1,1737.1666666666667,7.268479776847978,239,0,3.0,4.0,2.0,2,3
46,0,0,1,12,4,4,1,1,5,1,23320,1.0,11,0,27.0,2,26,0,12,1547.8833333333334,6.586737588652483,235,0,4.0,1.0,1.0,3,3
28,1,0,2,1,3,2,0,2,5,0,24130,1.0,16,1,10.0,2,1,0,0,1984.1166666666666,8.407274011299435,236,1,3.0,2.0,3.0,3,3
22,0,2,0,17,2,3,1,3,2,0,97050,1.0,18,2,4.0,3,4,1,3,2055.7166666666667,8.860847701149426,232,1,2.0,3.0,2.0,2,3
50,0,1,1,3,3,1,1,2,1,0,42940,2.0,20,0,32.0,2,30,12,13,2300.6666666666665,9.390476190476189,245,1,2.0,3.0,3.0,2,4
32,0,0,1,3,2,0,1,3,1,0,47210,3.0,14,1,6.0,3,3,0,2,1432.2333333333333,6.309397944199707,227,0,2.0,4.0,3.0,3,3
44,0,0,1,10,3,4,1,3,8,2,25190,0.0,21,2,23.0,2,22,1,10,2156.8333333333335,8.803401360544218,245,1,2.0,4.0,2.0,3,4
30,0,0,1,4,3,2,0,1,4,0,21210,1.0,13,1,6.0,2,6,1,1,1528.45,6.616666666666667,231,0,2.0,2.0,2.0,3,3
45,0,0,0,29,2,4,0,2,1,1,29730,1.0,12,0,10.0,2,10,1,4,2146.366666666667,8.906085753803596,241,1,3.0,1.0,3.0,3,3
45,0,2,0,2,4,0,1,2,6,0,58550,1.0,14,1,10.0,3,10,4,5,1810.5666666666666,7.906404657933042,229,0,1.0,1.0,3.0,2,3
31,0,1,1,7,3,2,1,2,1,1,36170,7.0,21,1,10.0,5,5,0,3,1668.6166666666668,7.223448773448774,231,0,4.0,1.0,3.0,3,4
36,0,0,1,18,1,2,1,2,6,0,67250,9.0,17,1,7.0,3,3,1,1,2557.9333333333334,10.931339031339032,234,1,3.0,3.0,3.0,3,3
34,0,1,0,28,4,3,1,5,6,2,103250,1.0,11,1,9.0,3,9,7,2,1409.3833333333334,6.101226551226552,231,0,3.0,4.0,3.0,2,3
49,0,0,1,1,4,0,1,3,0,0,69490,1.0,14,1,10.0,2,9,1,4,1738.7833333333333,7.305812324929972,238,0,3.0,1.0,2.0,3,3
39,0,0,1,6,2,0,1,3,1,0,106090,2.0,17,1,10.0,2,7,7,7,1526.0166666666667,6.577658045977011,232,0,2.0,1.0,3.0,3,3
27,0,0,1,2,1,0,1,4,1,2,44470,1.0,13,0,7.0,4,7,0,7,1448.4833333333333,6.086064425770308,238,0,4.0,1.0,3.0,3,3
35,0,0,1,2,3,2,0,2,2,0,21570,1.0,25,0,16.0,1,16,1,10,1792.6666666666667,7.596045197740113,236,0,2.0,1.0,3.0,2,4
28,0,0,1,23,3,0,1,3,6,2,46010,0.0,15,2,6.0,2,5,0,0,1755.4166666666667,7.406821378340366,237,0,2.0,1.0,2.0,3,3
21,0,0,1,3,1,0,0,1,5,1,170990,1.0,14,1,3.0,2,2,2,2,1931.4833333333333,7.88360544217687,245,0,3.0,4.0,3.0,3,3
18,1,1,1,3,5,2,1,1,4,1,24790,1.0,12,1,0.0,2,0,0,0,1979.1333333333334,8.421843971631207,235,1,2.0,4.0,4.0,2,3
47,0,0,1,25,4,2,1,2,1,0,148520,3.0,19,3,27.0,3,5,1,0,1383.15,6.013695652173913,230,0,4.0,3.0,3.0,2,3
39,0,0,0,2,4,0,1,1,5,2,72640,0.0,17,0,11.0,5,10,0,7,1627.3166666666666,6.895409604519774,236,0,3.0,3.0,3.0,3,3
40,0,0,1,22,1,0,1,1,5,0,56660,1.0,14,1,18.0,2,18,14,12,1796.0333333333333,7.578199718706047,237,0,1.0,3.0,3.0,3,3
35,0,2,1,29,3,2,0,2,2,0,78230,1.0,13,1,15.0,3,14,2,9,1452.1,6.232188841201716,233,0,3.0,3.0,3.0,3,3
37,0,0,1,29,4,4,1,1,5,0,78800,3.0,12,1,9.0,2,4,0,2,1950.9833333333333,7.995833333333334,244,0,3.0,3.0,2.0,4,3
39,0,1,1,2,3,4,0,2,8,1,131940,0.0,11,0,10.0,2,9,3,8,1634.75,6.672448979591837,245,0,1.0,3.0,1.0,3,3
45,0,0,1,28,3,0,0,2,5,2,50670,1.0,11,2,10.0,3,10,3,9,1688.05,7.276077586206896,232,0,4.0,4.0,3.0,2,3
38,0,0,1,2,4,0,0,3,2,0,50790,3.0,11,0,10.0,3,5,0,2,2274.0833333333335,9.595288326300984,237,1,4.0,3.0,4.0,3,3
35,1,0,1,2,3,0,1,3,0,0,23210,9.0,12,1,15.0,0,13,6,0,1412.55,5.985381355932203,236,0,4.0,1.0,3.0,3,3
37,0,0,1,22,3,0,0,2,0,0,174440,1.0,14,0,8.0,4,8,7,7,1843.9333333333334,8.017101449275362,230,1,2.0,2.0,1.0,3,3
40,0,0,1,8,3,4,0,2,0,1,24040,6.0,17,0,18.0,2,4,3,3,2163.0666666666666,9.243874643874644,234,1,3.0,4.0,2.0,2,3
44,0,1,0,2,2,3,1,1,5,0,34520,4.0,11,1,14.0,2,10,0,2,2119.0,8.613821138211382,246,1,1.0,4.0,3.0,2,3
48,0,1,0,10,4,3,0,3,8,0,22700,2.0,14,3,23.0,2,2,2,2,1672.5333333333333,7.087005649717514,236,0,3.0,4.0,3.0,3,3
35,1,0,1,9,3,0,1,2,8,2,173990,6.0,12,0,7.0,3,2,2,2,2576.1833333333334,10.689557399723375,241,1,1.0,4.0,2.0,1,3
24,0,1,1,15,3,0,1,2,1,1,54880,1.0,22,1,6.0,6,6,1,3,2115.75,8.67110655737705,244,1,1.0,4.0,3.0,3,4
27,0,0,0,10,4,0,1,3,2,0,194190,7.0,14,1,5.0,2,3,0,2,1734.65,7.197717842323652,241,0,2.0,3.0,3.0,1,3
27,0,1,1,7,3,0,1,1,1,1,28110,2.0,20,0,6.0,3,4,1,2,1484.5833333333333,6.3990660919540225,232,0,4.0,4.0,2.0,3,4
40,1,0,0,16,4,3,1,1,4,1,36330,3.0,16,2,10.0,0,4,0,3,2506.3166666666666,10.530742296918767,238,1,1.0,1.0,1.0,3,3
29,0,0,1,20,1,2,0,2,8,1,41630,9.0,15,1,8.0,4,5,1,4,1667.3,7.2807860262008735,229,0,3.0,3.0,3.0,2,3
36,0,0,1,23,3,0,0,3,2,0,21320,4.0,20,0,9.0,1,3,0,2,1835.8166666666666,7.879041487839771,233,0,2.0,1.0,3.0,2,4
25,0,1,0,5,1,3,1,4,6,2,139730,1.0,14,0,7.0,3,7,0,7,1411.2833333333333,6.057010014306152,233,0,4.0,3.0,3.0,2,3
39,0,0,0,10,3,3,0,2,4,0,26840,4.0,12,0,7.0,2,5,1,0,1543.25,6.768640350877193,228,0,4.0,2.0,3.0,3,3
49,0,0,0,4,2,0,1,2,4,0,108450,3.0,24,0,27.0,4,4,1,2,1834.2833333333333,7.805460992907801,235,0,1.0,2.0,3.0,2,4
50,0,0,1,2,2,2,1,3,2,2,43770,5.0,12,1,19.0,2,14,1,11,1913.8166666666666,7.779742547425474,246,0,4.0,1.0,3.0,2,3
20,0,0,1,18,4,2,0,2,2,1,37430,1.0,13,1,2.0,2,2,2,2,1552.7166666666667,6.607304964539007,235,0,3.0,3.0,3.0,3,3
34,0,0,1,10,3,2,1,3,5,2,41480,1.0,11,0,11.0,3,11,7,9,1867.1333333333334,7.683676268861454,243,0,4.0,2.0,3.0,3,3
36,0,0,1,1,3,0,0,2,0,1,10510,2.0,14,0,15.0,2,4,1,3,1385.0,5.995670995670996,231,0,1.0,2.0,3.0,3,3
49,0,0,2,6,2,0,0,2,1,0,107390,2.0,11,3,30.0,3,15,2,12,2075.7333333333336,8.472380952380954,245,1,3.0,3.0,3.0,3,3
36,0,2,1,8,4,0,1,4,5,0,103880,0.0,14,0,4.0,2,3,1,2,1856.4333333333334,8.001867816091954,232,1,4.0,3.0,3.0,3,3
36,0,0,1,2,2,2,0,2,0,2,114160,6.0,16,0,13.0,2,5,0,4,1475.65,6.306196581196581,234,0,4.0,1.0,3.0,3,3
54,0,0,0,24,3,3,1,1,5,0,26000,3.0,14,0,36.0,5,10,4,7,1774.4833333333333,7.583262108262108,234,0,2.0,3.0,3.0,3,3
43,0,0,1,2,4,0,0,1,1,0,24220,1.0,11,1,14.0,2,14,6,11,1837.8666666666668,7.5944903581267225,242,0,3.0,3.0,3.0,3,3
35,1,1,1,17,4,2,1,1,4,1,54720,3.0,11,1,13.0,3,11,6,7,2021.9166666666667,8.355027548209367,242,1,4.0,4.0,4.0,2,3
38,0,1,1,19,2,0,1,2,1,0,24510,7.0,12,1,19.0,3,13,2,9,1722.3833333333334,7.176597222222223,240,0,4.0,4.0,4.0,3,3
29,0,0,1,1,2,2,1,2,7,2,42400,1.0,14,0,10.0,2,10,0,9,2456.5333333333333,10.680579710144928,230,1,1.0,2.0,2.0,2,3
33,0,0,1,7,3,2,1,5,2,2,109990,1.0,18,3,6.0,3,6,0,4,1548.5666666666666,6.372702331961591,243,0,4.0,4.0,3.0,2,3
32,0,0,1,5,4,4,1,5,1,2,50030,0.0,13,0,10.0,5,9,1,6,1585.7833333333333,6.607430555555555,240,0,4.0,2.0,2.0,3,3
31,0,0,1,28,4,4,0,2,2,0,127420,1.0,11,0,10.0,4,10,0,2,1729.95,7.392948717948718,234,0,1.0,4.0,3.0,2,3
49,0,0,1,2,4,2,1,1,5,2,42270,4.0,18,0,17.0,3,2,2,2,2241.6,9.703896103896103,231,1,4.0,1.0,2.0,2,3
38,0,1,0,29,2,2,0,1,2,1,39170,1.0,15,3,4.0,2,4,3,3,1834.6333333333334,7.773870056497175,236,0,4.0,2.0,3.0,3,3
47,0,0,1,1,4,2,1,3,5,2,183030,6.0,22,1,29.0,2,3,1,2,1613.9333333333334,6.696818810511757,241,0,2.0,2.0,3.0,2,4
49,0,0,1,21,3,2,1,2,6,1,23800,4.0,13,0,23.0,3,8,0,0,1487.0,6.381974248927039,233,0,3.0,3.0,3.0,1,3
41,0,0,1,24,4,0,0,4,8,1,137260,3.0,12,0,21.0,6,2,0,2,2713.8166666666666,10.98711201079622,247,1,4.0,3.0,3.0,4,3
20,0,0,1,1,3,0,1,1,7,1,47770,1.0,18,1,2.0,3,2,0,2,1789.5833333333333,7.713721264367816,232,0,4.0,1.0,3.0,3,3
33,0,2,1,18,2,2,0,2,0,2,63850,1.0,13,0,7.0,6,6,1,2,2348.0833333333335,9.506410256410257,247,1,3.0,4.0,3.0,2,3
36,0,0,1,2,2,4,1,3,2,0,199730,6.0,12,0,10.0,2,3,0,2,1440.95,6.003958333333333,240,0,1.0,3.0,2.0,3,3
44,0,0,1,9,3,4,0,3,0,2,68610,4.0,12,0,8.0,2,2,2,2,1998.8833333333334,8.505886524822696,235,1,3.0,4.0,3.0,2,3
23,1,0,2,6,3,0,0,3,5,1,49690,1.0,12,0,5.0,3,5,1,2,1952.6,8.10207468879668,241,1,4.0,3.0,3.0,3,3
38,0,0,1,11,2,0,1,1,2,0,198450,7.0,11,1,7.0,3,0,0,0,1694.3,7.398689956331878,229,0,4.0,3.0,2.0,3,3
53,0,0,1,24,3,0,1,4,4,0,133200,3.0,11,0,11.0,2,4,1,2,1860.05,8.017456896551725,232,1,2.0,4.0,,3,3
48,1,1,0,10,2,3,1,1,0,0,63470,2.0,12,1,19.0,3,9,7,7,2389.0666666666666,9.91313969571231,241,1,4.0,3.0,3.0,1,3
32,1,0,0,1,3,0,1,2,1,1,27430,1.0,19,1,1.0,2,1,0,0,1828.5,7.493852459016393,244,0,4.0,2.0,3.0,3,3
26,0,2,1,18,2,2,1,1,3,1,108800,1.0,23,1,7.0,5,7,5,7,1728.0333333333333,7.1702627939142465,241,0,4.0,4.0,3.0,3,4
55,0,0,1,23,1,0,1,5,5,2,23420,5.0,11,2,8.0,2,4,1,2,1780.5833333333333,7.67492816091954,232,0,1.0,2.0,3.0,3,3
34,0,0,0,28,3,0,0,2,1,0,176500,1.0,19,1,15.0,6,15,4,13,1950.8166666666666,7.962517006802721,245,0,2.0,4.0,4.0,1,3
60,0,0,0,17,4,2,1,1,8,2,40250,3.0,13,1,19.0,5,1,0,0,1491.5166666666667,6.214652777777777,240,0,3.0,4.0,4.0,2,3
33,0,0,0,3,3,0,1,3,8,0,97250,1.0,11,0,14.0,0,14,2,13,1860.0166666666667,7.815196078431373,238,0,2.0,2.0,3.0,3,3
37,0,1,1,13,3,0,1,1,5,2,119040,1.0,12,1,6.0,4,6,1,3,1520.25,6.496794871794871,234,0,3.0,4.0,2.0,3,3
34,0,0,1,7,2,0,1,1,0,0,21770,1.0,13,0,10.0,5,10,8,7,1695.0,7.092050209205021,239,0,2.0,4.0,3.0,3,3
23,1,0,1,12,2,2,1,2,1,2,75250,1.0,14,2,3.0,2,3,0,2,2193.55,9.216596638655464,238,1,3.0,4.0,3.0,3,3
44,0,0,2,1,3,0,1,1,1,0,48340,1.0,14,0,9.0,1,8,6,7,2063.516666666667,8.526928374655649,242,1,3.0,4.0,3.0,4,3
35,0,1,1,13,3,0,1,3,2,1,20420,0.0,16,0,6.0,2,5,1,4,1971.35,8.1798755186722,241,1,1.0,4.0,4.0,3,3
43,0,0,1,25,4,0,1,2,2,0,22200,1.0,11,0,10.0,2,10,8,8,1896.35,8.069574468085106,235,1,4.0,4.0,3.0,1,3
24,0,0,1,6,3,0,1,3,2,0,10520,1.0,13,0,5.0,3,5,0,4,1640.9833333333333,6.697891156462585,245,0,3.0,3.0,3.0,3,3
41,0,0,0,6,4,3,1,1,1,1,28210,1.0,17,0,10.0,3,10,8,7,1628.1,6.987553648068669,233,0,4.0,3.0,3.0,3,3
29,0,0,1,2,2,0,1,2,1,0,192370,9.0,11,1,9.0,2,5,1,2,1807.1333333333334,7.857101449275363,230,0,4.0,3.0,3.0,3,3
36,0,0,2,1,4,0,0,3,1,1,41070,3.0,11,1,17.0,2,13,6,7,1466.9666666666667,6.269088319088319,234,0,3.0,4.0,2.0,1,3
45,0,2,0,2,3,0,0,2,6,0,83960,3.0,15,2,25.0,3,23,14,4,1430.3666666666666,6.301174743024963,227,0,3.0,3.0,2.0,2,3
24,1,0,0,6,2,2,0,2,8,0,20070,1.0,12,0,1.0,2,1,0,0,1510.95,6.402330508474576,236,0,4.0,3.0,3.0,2,3
47,1,1,1,1,3,2,0,2,2,0,196270,7.0,11,2,25.0,1,23,14,10,1631.2666666666667,6.796944444444445,240,0,3.0,3.0,1.0,3,3
26,0,0,1,9,1,2,1,1,2,0,106860,1.0,14,1,3.0,2,3,0,2,1838.75,7.693514644351464,239,0,4.0,3.0,4.0,3,3
45,0,0,1,1,4,0,1,1,4,1,29420,1.0,22,1,21.0,4,21,8,6,1549.8333333333333,6.567090395480226,236,0,4.0,2.0,3.0,3,4
32,0,1,0,1,1,3,1,2,5,0,88580,6.0,16,1,10.0,2,5,1,3,1673.25,6.885802469135802,243,0,1.0,3.0,2.0,3,3
31,0,0,1,14,2,0,1,1,2,0,167560,1.0,11,2,6.0,5,5,0,3,1659.6666666666667,7.215942028985507,230,0,2.0,3.0,4.0,3,3
41,0,2,0,2,2,2,1,2,1,0,107980,2.0,14,2,10.0,5,3,1,2,1794.6166666666666,7.702217453505007,233,0,3.0,2.0,3.0,1,3
40,0,0,1,22,2,4,1,1,0,0,23230,2.0,16,1,18.0,2,1,0,0,2344.15,9.8081589958159,239,1,2.0,1.0,3.0,3,3
24,0,0,1,3,3,0,0,1,1,2,14160,1.0,15,1,6.0,3,6,1,2,1439.2,5.971784232365145,241,0,2.0,1.0,4.0,2,3
46,0,0,1,6,3,2,1,4,2,1,46150,6.0,12,0,19.0,3,10,0,9,1764.9333333333334,7.607471264367816,232,0,3.0,2.0,3.0,2,3
35,0,0,0,8,4,0,1,1,5,0,24610,2.0,20,1,17.0,4,7,0,7,1775.5333333333333,7.398055555555556,240,0,4.0,3.0,3.0,3,4
30,0,0,0,9,4,3,1,1,5,0,87220,1.0,17,1,10.0,3,10,0,8,1680.8,7.3078260869565215,230,0,2.0,4.0,2.0,3,3
47,0,2,1,3,2,0,0,2,2,0,39550,7.0,12,1,4.0,5,1,0,0,1819.5,7.709745762711864,236,0,3.0,2.0,1.0,3,3
46,0,0,1,1,4,4,0,3,2,2,99570,4.0,20,0,13.0,1,10,0,3,2268.4666666666667,9.82020202020202,231,1,3.0,4.0,2.0,3,4
36,1,0,1,1,3,2,1,2,6,2,33760,5.0,20,0,16.0,3,2,2,2,2569.8333333333335,10.404183535762483,247,1,2.0,1.0,3.0,3,4
32,1,0,1,26,3,2,0,2,4,1,88230,6.0,13,2,10.0,3,0,0,0,1598.3333333333333,6.97962154294032,229,0,1.0,2.0,3.0,3,3
23,0,0,0,6,4,0,1,3,6,1,103220,1.0,14,2,3.0,2,3,1,2,1385.5333333333333,5.997979797979798,231,0,3.0,2.0,1.0,3,3
31,0,1,0,3,3,3,1,2,2,1,46210,2.0,18,1,9.0,3,5,1,4,1498.8333333333333,6.488455988455988,231,0,4.0,4.0,2.0,3,3
39,0,2,1,3,3,0,0,2,6,0,109760,1.0,11,0,9.0,3,9,5,8,2444.45,10.185208333333332,240,1,4.0,4.0,3.0,2,3
32,0,0,1,6,3,4,1,1,1,0,36600,3.0,11,2,10.0,0,4,0,2,1850.3833333333334,7.583538251366121,244,0,4.0,3.0,1.0,2,3
40,0,0,0,6,3,0,1,3,6,1,104820,1.0,11,1,21.0,6,21,12,8,1808.6833333333334,7.898180494905386,229,0,2.0,2.0,2.0,2,3
45,0,0,1,19,4,2,1,1,7,0,71190,4.0,15,0,9.0,2,5,0,3,1774.2833333333333,7.781944444444444,228,0,3.0,3.0,4.0,3,3
